gene,annotation,ensembl_gene_id,depmap,trct_ab,trct_sm,trct_om,lit_egfr,lit_nsclc,lit_egfr_norm,lit_nsclc_norm,lit_total,L2_egfr,L2_nsclc,n_neighbours,n_edges,degree,pagerank,betweenness,full_screen,KO_osi,KO_gefi,KO_all,A_osi,A_gefi,A_all,clin_ES1,clin_ES2,clin_ES3,RNAseq_adjpval,RNAseq_LFC
CA2,carbonic anhydrase 2,ENSG00000104267,nonessential,6,9,0,0,0,0.00,0.00,1391,30.8,21,12193,17403,16,1.000944199,36871.4047,2,0,0,0,1,1,2,0,0,0,7.93E-04,-2.4
CA4,carbonic anhydrase 4,ENSG00000167434,nonessential,5,9,0,0,0,0.00,0.00,527,18.7,16.7,3253,4256,5,0.42500753,78.91723462,1,0,0,0,1,0,1,0,0,0,1,0
CA7,carbonic anhydrase 7,ENSG00000168748,nonessential,0,9,0,0,0,0.00,0.00,140,26.4,18.7,1764,2573,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
CA8,carbonic anhydrase 8,ENSG00000178538,nonessential,0,2,0,0,0,0.00,0.00,158,20.1,15.8,366,438,11,0.708184179,17523.94272,1,0,0,0,1,0,1,0,0,0,1,0
CAB39,calcium binding protein 39,ENSG00000135932,nonessential,5,6,0,0,0,0.00,0.00,145,26.1,17.3,561,696,18,0.921660167,6327.563544,4,2,0,2,1,1,2,0,0,0,0.001047507,-0.3
CALB2,calbindin 2,ENSG00000172137,nonessential,0,0,0,0,0,0.00,0.00,5814,32,23.4,1429,2787,3,0.278477633,0.620761211,1,0,0,0,1,0,1,0,0,0,1,0
CAMK1D,calcium/calmodulin dependent protein kinase ID,ENSG00000183049,nonessential,0,6,0,0,0,0.00,0.00,173,22.1,15.9,1903,2077,10,0.644069804,2585.001457,1,0,0,0,1,0,1,0,0,0,1,0
CAMKV,CaM kinase like vesicle associated,ENSG00000164076,nonessential,4,2,0,0,0,0.00,0.00,34,24.2,15.4,482,551,6,0.408131883,90.63906891,2,0,0,0,1,1,2,0,0,0,1,0
CAMTA2,calmodulin binding transcription activator 2,ENSG00000108509,nonessential,0,0,0,0,0,0.00,0.00,69,24.7,20.5,337,374,4,0.29911795,169.8297011,1,0,0,0,1,0,1,0,0,0,1,0
CARM1,coactivator associated arginine methyltransferase 1,ENSG00000142453,nonessential,0,6,0,0,0,0.00,0.00,777,22.3,22,3028,3846,53,1.915817415,6425.638547,3,1,1,2,1,0,1,0,0,0,1,0
CASKIN2,CASK interacting protein 2,ENSG00000177303,nonessential,1,0,0,0,0,0.00,0.00,19,21,16.5,268,287,3,0.296101874,58.65833438,2,0,0,0,1,1,2,0,0,0,0.002180213,0.5
CASP5,caspase 5,ENSG00000137757,nonessential,0,8,0,0,0,0.00,0.00,805,24.3,16.3,837,1179,7,0.499415551,238.5357741,1,0,0,0,1,0,1,0,0,0,1,0
CBFA2T2,CBFA2/RUNX1 translocation partner 2,ENSG00000078699,nonessential,0,0,0,0,0,0.00,0.00,95,27.7,20.8,409,550,25,1.182618799,14051.20565,1,0,0,0,1,0,1,0,0,0,7.86E-07,0.5
CBFA2T3,CBFA2/RUNX1 translocation partner 3,ENSG00000129993,nonessential,0,0,0,0,0,0.00,0.00,322,23.7,19.1,717,988,20,1.032652131,14221.76382,1,0,0,0,0,1,1,0,0,0,1,0
CBS,cystathionine-beta-synthase,ENSG00000160200,nonessential,0,6,0,0,0,0.00,0.00,2563,27.2,19.5,1914,2989,20,0.982585928,1362.82508,2,0,0,0,1,1,2,0,0,0,1,0
CBS,cystathionine-beta-synthase,ENSG00000274276,nonessential,0,6,0,0,0,0.00,0.00,2563,25.1,18.7,157,159,0,0.15,0,2,0,0,0,1,1,2,0,0,0,1,0
CBX7,chromobox 7,ENSG00000100307,nonessential,0,4,0,0,0,0.00,0.00,426,30.7,20.6,723,1040,31,1.274547338,30479.73447,2,0,0,0,1,1,2,0,0,0,2.38E-09,0.8
CCAR2,cell cycle and apoptosis regulator 2,ENSG00000158941,nonessential,0,0,0,0,0,0.00,0.00,313,30.8,21.4,721,1036,52,2.016251268,11645.66348,1,0,0,0,0,1,1,0,0,0,0.002553102,-0.2
CCDC105,coiled-coil domain containing 105,ENSG00000160994,nonessential,0,0,0,0,0,0.00,0.00,2,24.8,15.3,135,137,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
CCDC122,coiled-coil domain containing 122,ENSG00000151773,nonessential,0,0,0,0,0,0.00,0.00,16,24.8,16.9,108,128,0,0.15,0,2,0,0,0,1,1,2,0,0,0,1,0
CCDC185,coiled-coil domain containing 185,ENSG00000178395,nonessential,0,0,0,0,0,0.00,0.00,4,24.3,19.8,131,155,11,0.588411282,757.4547832,1,0,0,0,1,0,1,0,0,0,1,0
CCDC6,coiled-coil domain containing 6,ENSG00000108091,nonessential,0,3,0,1,0,0.29,0.00,348,22.3,16.4,788,995,7,0.420555261,36.94499497,1,0,0,0,1,0,1,0,0,0,1.00E-07,0.6
CCDC63,coiled-coil domain containing 63,ENSG00000173093,nonessential,0,0,0,0,0,0.00,0.00,31,28.4,20.6,235,245,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
CCDC71,coiled-coil domain containing 71,ENSG00000177352,nonessential,0,0,0,0,0,0.00,0.00,5,27.4,22.1,122,133,2,0.252279781,0,1,0,0,0,1,0,1,0,0,0,9.09E-04,0.4
CCL3,C-C motif chemokine ligand 3,ENSG00000274221,unknown,0,0,0,0,0,0.00,0.00,12750,52.9,49.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
CCL3,C-C motif chemokine ligand 3,ENSG00000277632,nonessential,5,0,0,0,0,0.00,0.00,12750,38,32.2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
CCL3,C-C motif chemokine ligand 3,ENSG00000278567,unknown,0,0,0,0,0,0.00,0.00,12750,52.9,49.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
CCND1,cyclin D1,ENSG00000110092,essential,0,7,0,18,2,0.04,0.00,40280,39.3,28.8,19361,28826,92,3.534583522,61504.56882,2,0,0,0,1,1,2,0.5,0,0,7.54E-13,-2.1
CCND3,cyclin D3,ENSG00000112576,nonessential,0,3,0,0,0,0.00,0.00,2927,19.1,15.3,7573,9032,44,1.946773572,23736.75965,1,0,0,0,1,0,1,0.6,0,0,1,0
CCNK,cyclin K,ENSG00000090061,essential,0,6,0,0,0,0.00,0.00,166,24.4,18.3,808,967,29,1.344569663,27705.8887,2,0,0,0,1,1,2,0,0,0,1,0
CCT6A,chaperonin containing TCP1 subunit 6A,ENSG00000146731,essential,0,6,0,0,0,0.00,0.00,193,20.7,16.1,843,1098,50,1.907036304,7436.755399,1,0,0,0,0,1,1,0,0,0,5.47E-14,-1
CD177,CD177 molecule,ENSG00000204936,unknown,6,0,0,0,0,0.00,0.00,659,31.7,20.3,478,687,3,0.283882513,113.1832576,1,0,0,0,1,0,1,0,0,0,0.008354104,1.1
CD37,CD37 molecule,ENSG00000104894,nonessential,7,0,0,0,0,0.00,0.00,746,35.3,24.4,487,815,6,0.416585801,182.9626173,1,0,0,0,0,1,1,0,0,0,2.93E-04,1.1
CD6,CD6 molecule,ENSG00000013725,nonessential,8,0,0,0,0,0.00,0.00,1237,22.7,16.6,961,1431,6,0.469458006,234.0739645,2,0,0,0,1,1,2,0,0,0,1,0
CD93,CD93 molecule,ENSG00000125810,nonessential,5,0,0,0,0,0.00,0.00,616,25.5,17.2,831,1187,25,1.351943134,34703.01244,1,0,0,0,1,0,1,0,0,0,1,0
CDC20,cell division cycle 20,ENSG00000117399,essential,0,6,0,0,0,0.00,0.00,2589,26.2,16.1,3028,4347,64,2.846589938,102218.5718,1,0,0,0,1,0,1,0,0,0,7.90E-11,-1.7
CDH11,cadherin 11,ENSG00000140937,nonessential,5,0,0,0,0,0.00,0.00,605,34,21.2,1066,1510,4,0.312478714,87.63085108,1,0,0,0,0,1,1,0,0,0,1,0
CDK13,cyclin dependent kinase 13,ENSG00000065883,nonessential,5,8,0,0,0,0.00,0.00,198,25.5,19.2,829,999,8,0.466611719,211.7693165,2,0,1,1,0,1,1,0,0,0,5.45E-04,0.2
CDK4,cyclin dependent kinase 4,ENSG00000135446,nonessential,0,9,0,0,0,0.00,0.00,13730,23,18.4,22661,27225,127,5.155290978,142487.9946,1,0,0,0,1,0,1,0.43,0.09,0.14,3.42E-09,-0.6
CDK5R1,cyclin dependent kinase 5 regulatory subunit 1,ENSG00000176749,nonessential,6,6,0,0,0,0.00,0.00,228,23.7,21,4531,4805,38,1.801467866,57313.81295,1,0,0,0,1,0,1,0,0,0,7.65E-06,-0.9
CDK5RAP3,CDK5 regulatory subunit associated protein 3,ENSG00000108465,nonessential,0,0,0,0,0,0.00,0.00,115,18.1,15.7,526,721,31,1.482949703,18679.77848,1,0,0,0,0,1,1,0,0,0,4.72E-08,0.9
CDK9,cyclin dependent kinase 9,ENSG00000136807,essential,0,8,0,0,0,0.00,0.00,2398,25.7,20.7,16861,18998,74,2.962230826,53938.26821,2,0,0,0,1,1,2,0,0,0,1,0
CDKN2AIP,CDKN2A interacting protein,ENSG00000168564,nonessential,0,0,0,0,0,0.00,0.00,53,24.9,17.2,318,378,7,0.422600319,59.25665726,1,0,0,0,0,1,1,0,0,0,1,0
CDYL2,chromodomain Y like 2,ENSG00000166446,nonessential,0,3,0,0,0,0.00,0.00,37,26.6,16.1,282,339,1,0.194251698,0,1,0,0,0,0,1,1,0,0,0,1,0
CEACAM20,carcinoembryonic antigen related cell adhesion molecule 20,ENSG00000273777,unknown,4,0,0,0,0,0.00,0.00,21,21.3,16.4,62,70,0,0.15,0,1,0,0,0,1,0,1,0,0,0,0.006588872,-1.1
CELA3B,chymotrypsin like elastase family member 3B,ENSG00000219073,nonessential,3,0,0,0,0,0.00,0.00,573,23.9,22.5,334,474,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
CELF3,CUGBP Elav-like family member 3,ENSG00000159409,nonessential,0,0,0,0,0,0.00,0.00,59,23.6,16.1,212,264,7,0.476073893,1168.630764,1,0,0,0,1,0,1,0,0,0,1,0
CELF4,CUGBP Elav-like family member 4,ENSG00000101489,nonessential,0,0,0,0,0,0.00,0.00,163,31.6,21,434,509,2,0.24937664,112.9796076,1,0,0,0,1,0,1,0,0,0,1,0
CEMP1,cementum protein 1,ENSG00000205923,nonessential,0,0,0,0,0,0.00,0.00,56,27.1,19.7,138,198,1,0.19242455,0,1,0,0,0,1,0,1,0,0,0,1,0
CERS6,ceramide synthase 6,ENSG00000172292,nonessential,3,0,0,0,0,0.00,0.00,266,22,21.9,512,723,1,0.209855231,0,1,0,0,0,0,1,1,0,0,0,1,0
CFAP97,cilia and flagella associated protein 97,ENSG00000164323,nonessential,0,0,0,0,0,0.00,0.00,6,29,19.5,208,214,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,1.83E-04,-0.6
CGRRF1,cell growth regulator with ring finger domain 1,ENSG00000100532,nonessential,0,0,0,0,0,0.00,0.00,24,27.8,17.7,397,459,4,0.370119534,817.4879508,1,0,0,0,1,0,1,0,0,0,1.30E-04,-0.4
CHRNA2,cholinergic receptor nicotinic alpha 2 subunit,ENSG00000120903,nonessential,5,6,0,0,0,0.00,0.00,164,24.8,18.7,968,1133,3,0.390988551,1823.781922,1,0,0,0,0,1,1,0,0,0,1,0
CHRNA5,cholinergic receptor nicotinic alpha 5 subunit,ENSG00000169684,nonessential,5,8,0,0,0,0.00,0.00,710,19.1,15.6,999,1296,4,0.396861047,9442.334629,1,0,0,0,1,0,1,0,0,0,2.50E-07,-1.5
CHRNE,cholinergic receptor nicotinic epsilon subunit,ENSG00000108556,nonessential,5,9,0,0,0,0.00,0.00,241,25,16.9,602,693,1,0.265302146,0,1,0,0,0,1,0,1,0,0,0,1,0
CHST3,carbohydrate sulfotransferase 3,ENSG00000122863,nonessential,3,0,0,0,0,0.00,0.00,152,31.4,21.4,407,509,1,0.209855231,0,1,0,0,0,0,1,1,0,0,0,1,0
CHST6,carbohydrate sulfotransferase 6,ENSG00000183196,nonessential,3,0,0,0,0,0.00,0.00,131,31.4,20.2,290,346,0,0.15,0,1,0,0,0,1,0,1,0,0,0,0.008309805,-0.9
CLDN14,claudin 14,ENSG00000159261,nonessential,4,0,0,0,0,0.00,0.00,238,23.2,20.7,329,435,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
CLIC5,chloride intracellular channel 5,ENSG00000112782,nonessential,6,0,0,0,0,0.00,0.00,172,25.5,15.3,508,626,7,0.427406195,364.5470579,1,0,0,0,1,0,1,0,0,0,1,0
CLTCL1,clathrin heavy chain like 1,ENSG00000070371,nonessential,5,0,0,0,0,0.00,0.00,112,28.9,18.7,405,565,16,0.744593032,641.8867889,2,0,0,0,1,1,2,0,0,0,1,0
CNKSR3,CNKSR family member 3,ENSG00000153721,nonessential,6,0,0,0,0,0.00,0.00,62,26.2,18.2,251,283,4,0.347731819,1407.041543,1,0,0,0,0,1,1,0,0,0,1,0
COL20A1,collagen type XX alpha 1 chain,ENSG00000101203,nonessential,6,0,0,0,0,0.00,0.00,304,30,21.1,375,420,3,0.282865074,213.894342,2,0,0,0,1,1,2,0,0,0,1,0
COL24A1,collagen type XXIV alpha 1 chain,ENSG00000171502,nonessential,5,0,9,0,0,0.00,0.00,66,25.8,17.9,440,505,1,0.207993423,0,1,0,0,0,1,0,1,0,0,0,1,0
COL4A2,collagen type IV alpha 2 chain,ENSG00000134871,nonessential,5,0,9,0,0,0.00,0.00,840,24.5,19.7,1248,1687,27,1.448274143,21873.98154,1,0,0,0,1,0,1,0,0,0,1,0
COL5A2,collagen type V alpha 2 chain,ENSG00000204262,nonessential,5,0,9,0,0,0.00,0.00,563,22.1,19.5,993,1329,4,0.366107044,18.48474826,1,0,0,0,1,0,1,0,0,0,1,0
COL8A1,collagen type VIII alpha 1 chain,ENSG00000144810,nonessential,5,0,0,0,0,0.00,0.00,460,27.2,16.8,669,895,25,1.247117049,12467.92638,3,0,0,0,1,2,3,0,0,0,1,0
COPA,coatomer protein complex subunit alpha,ENSG00000122218,essential,4,6,0,4,0,0.17,0.00,2348,26.4,20.7,1273,1681,157,4.269395587,13506.82822,1,0,0,0,1,0,1,0,0,0,7.47E-07,0.4
COPB2,coatomer protein complex subunit beta 2,ENSG00000184432,essential,4,0,0,0,0,0.00,0.00,123,21.1,17.5,1011,1234,42,1.73198819,12534.09318,1,0,0,0,1,0,1,0,0,0,1,0
COPZ2,coatomer protein complex subunit zeta 2,ENSG00000005243,unknown,4,0,0,0,0,0.00,0.00,35,24.9,20.3,294,337,6,0.393245634,266.5052871,1,0,0,0,0,1,1,0,0,0,0.006891953,0.7
COQ10A,coenzyme Q10A,ENSG00000135469,nonessential,4,0,0,0,0,0.00,0.00,17,29.2,20.4,215,236,0,0.15,0,2,0,1,1,0,1,1,0,0,0,1,0
COX10,"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor",ENSG00000006695,essential,3,0,0,0,0,0.00,0.00,374,31.7,21.1,496,656,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
CPEB4,cytoplasmic polyadenylation element binding protein 4,ENSG00000113742,nonessential,0,6,0,0,0,0.00,0.00,211,27,21,732,856,1,0.189559213,0,2,0,0,0,1,1,2,0,0,0,1.18E-07,0.8
CPLX2,complexin 2,ENSG00000145920,nonessential,0,0,0,0,0,0.00,0.00,218,24.9,19.8,465,645,6,0.426582421,1353.23424,1,0,0,0,0,1,1,0,0,0,1,0
CPNE2,copine 2,ENSG00000140848,nonessential,4,0,0,0,0,0.00,0.00,17,29,19.8,282,371,20,0.90623826,4289.440167,1,0,0,0,0,1,1,0,0,0,1,0
CPT1A,carnitine palmitoyltransferase 1A,ENSG00000110090,nonessential,3,3,0,0,0,0.00,0.00,3030,29.1,24,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
CPZ,carboxypeptidase Z,ENSG00000109625,nonessential,6,0,0,0,0,0.00,0.00,49,25.2,19.9,461,515,0,0.15,0,2,0,0,0,1,1,2,0,0,0,7.08E-04,1.8
CRABP1,cellular retinoic acid binding protein 1,ENSG00000166426,nonessential,0,0,0,0,0,0.00,0.00,521,20.3,15.2,706,1109,3,0.272471474,54.33175233,2,0,0,0,1,1,2,0,0,0,1,0
CRACR2B,calcium release activated channel regulator 2B,ENSG00000177685,nonessential,0,0,0,0,0,0.00,0.00,12,30.5,19.4,199,218,2,0.24777351,0,1,0,0,0,1,0,1,0,0,0,1.30E-09,1
CRB2,"crumbs 2, cell polarity complex component",ENSG00000148204,nonessential,4,6,0,0,0,0.00,0.00,264,21.5,17.7,409,512,2,0.219666382,4.372164024,3,0,0,0,2,1,3,0,0,0,1,0
CREBBP,CREB binding protein,ENSG00000005339,nonessential,0,6,0,0,0,0.00,0.00,3956,33.6,21.6,5387,8531,326,12.92590352,558003.9355,4,1,1,2,1,1,2,0.29,0,0.32,4.29E-05,0.4
CRHR1,corticotropin releasing hormone receptor 1,ENSG00000120088,unknown,5,8,0,0,0,0.00,0.00,2572,30.4,21.4,16768,19648,11,0.892886985,31131.42625,1,0,0,0,1,0,1,0,0,0,1,0
CRHR1,corticotropin releasing hormone receptor 1,ENSG00000276191,nonessential,0,0,0,0,0,0.00,0.00,2572,52.9,49.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
CRHR1,corticotropin releasing hormone receptor 1,ENSG00000278232,unknown,0,0,0,0,0,0.00,0.00,2572,52.9,49.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
CRIPT,CXXC repeat containing interactor of PDZ3 domain,ENSG00000119878,nonessential,0,0,0,0,0,0.00,0.00,72,21.6,17.9,290,361,8,0.50135553,1991.060947,1,0,0,0,1,0,1,0,0,0,6.64E-04,0.3
CRKL,"CRK like proto-oncogene, adaptor protein",ENSG00000099942,essential,0,0,0,0,0,0.00,0.00,955,28.3,20.7,1270,2070,85,3.638271002,77319.48875,7,0,0,0,4,3,7,0,0,0,1.90E-08,-0.4
CRTC2,CREB regulated transcription coactivator 2,ENSG00000160741,nonessential,0,0,0,0,0,0.00,0.00,1239,29.5,21.6,862,1446,23,0.931570383,538.4146219,1,0,0,0,1,0,1,0,0,0,0.002371761,0.3
CRY1,cryptochrome circadian clock 1,ENSG00000008405,nonessential,0,0,0,0,0,0.00,0.00,3140,19.5,17.6,1037,1619,15,0.789673498,4122.79952,2,0,0,0,1,1,2,0,0,0,9.57E-09,-0.9
CSF1R,colony stimulating factor 1 receptor,ENSG00000182578,nonessential,8,9,0,0,0,0.00,0.00,6635,34.8,28.3,27576,30852,26,1.209244341,26449.65148,5,0,0,0,3,2,5,0.54,0,0.4,1,0
CSMD3,CUB and Sushi multiple domains 3,ENSG00000164796,nonessential,4,0,0,0,0,0.00,0.00,210,24.1,17.9,1050,1176,2,0.252680166,824.733906,1,0,0,0,0,1,1,0,0,0,1,0
CSNK1E,casein kinase 1 epsilon,ENSG00000213923,nonessential,0,6,0,0,0,0.00,0.00,533,32.5,19.3,4967,5897,48,2.336085787,69816.3915,1,0,0,0,0,1,1,0,0,0,1,0
CSPG4,chondroitin sulfate proteoglycan 4,ENSG00000173546,nonessential,5,0,0,0,0,0.00,0.00,939,25.8,20.8,1070,1473,14,0.766185647,7324.391688,2,0,0,0,1,1,2,0,0,0,7.19E-08,1.5
CSRNP1,cysteine and serine rich nuclear protein 1,ENSG00000144655,nonessential,0,0,0,0,0,0.00,0.00,87,24.8,16.9,370,455,6,0.39788122,539.9412326,1,0,0,0,0,1,1,0,0,0,1,0
CSRP1,cysteine and glycine rich protein 1,ENSG00000159176,nonessential,0,0,0,0,0,0.00,0.00,119,23.8,13.3,1572,1699,4,0.338485955,191.7197743,1,0,0,0,1,0,1,0,0,0,1,0
CST8,cystatin 8,ENSG00000125815,nonessential,4,0,0,0,0,0.00,0.00,71,29.6,19.3,156,196,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
CTDNEP1,CTD nuclear envelope phosphatase 1,ENSG00000175826,nonessential,3,0,0,0,0,0.00,0.00,22,25.5,22.2,332,395,2,0.527402858,30016,1,0,0,0,1,0,1,0,0,0,1,0
CTSA,cathepsin A,ENSG00000064601,nonessential,5,6,0,0,0,0.00,0.00,777,29.4,19.1,3120,4247,6,0.519203988,8826.353138,1,0,0,0,1,0,1,0,0,0,7.39E-14,1.3
CUL2,cullin 2,ENSG00000108094,essential,0,0,0,0,0,0.00,0.00,504,24.5,14.6,1180,2204,409,15.03409069,348015.4895,1,0,0,0,1,0,1,0,0,0,4.04E-06,-0.5
CXorf65,chromosome X open reading frame 65,ENSG00000204165,nonessential,0,0,0,0,0,0.00,0.00,0,25.5,22,35,35,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
CYB5D2,cytochrome b5 domain containing 2,ENSG00000167740,nonessential,4,0,0,0,0,0.00,0.00,31,26.1,22.8,206,262,0,0.15,0,1,0,0,0,1,0,1,0,0,0,9.69E-13,1
CYBA,cytochrome b-245 alpha chain,ENSG00000051523,nonessential,6,0,0,0,0,0.00,0.00,2674,37.1,28.2,1602,2728,14,0.846553011,38239.38327,1,0,0,0,1,0,1,0,0,0,1,0
CYP11A1,cytochrome P450 family 11 subfamily A member 1,ENSG00000140459,nonessential,6,9,0,0,0,0.00,0.00,2326,34.7,22.4,1784,3047,5,0.522971753,40306.45769,2,0,0,0,1,1,2,0,0,0,1,0
CYP17A1,cytochrome P450 family 17 subfamily A member 1,ENSG00000148795,nonessential,0,9,0,0,0,0.00,0.00,4268,27.7,20.5,4320,6531,9,0.854453612,13516.92871,3,0,0,0,2,1,3,0.67,0,0,0.005186027,2.3
CYP2W1,cytochrome P450 family 2 subfamily W member 1,ENSG00000073067,nonessential,6,2,0,0,0,0.00,0.00,83,21.6,21.4,293,401,2,0.288899235,25.35798664,1,0,0,0,1,0,1,0,0,0,0.002291188,1
CYP4F12,cytochrome P450 family 4 subfamily F member 12,ENSG00000186204,nonessential,3,2,0,0,0,0.00,0.00,62,27,22.1,446,557,3,0.318096865,77.38716784,1,0,0,0,0,1,1,0,0,0,4.59E-12,3.2
CYP7A1,cytochrome P450 family 7 subfamily A member 1,ENSG00000167910,nonessential,3,6,0,0,0,0.00,0.00,2397,31.4,22.5,1432,2589,0,0.15,0,2,0,0,0,1,1,2,0,0,0,1,0
CYTH3,cytohesin 3,ENSG00000008256,nonessential,5,6,0,0,0,0.00,0.00,394,25.2,19.8,402,559,9,0.702540456,30170.30767,1,0,0,0,0,1,1,0,0,0,3.60E-08,0.7
DAGLA,diacylglycerol lipase alpha,ENSG00000134780,nonessential,5,3,0,0,0,0.00,0.00,794,29,21.7,999,1470,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
DAO,D-amino acid oxidase,ENSG00000110887,nonessential,0,6,0,0,0,0.00,0.00,1066,29.7,24.2,1376,2297,5,0.60735955,31243.848,1,0,0,0,1,0,1,0,0,0,1,0
DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,ENSG00000070190,nonessential,6,0,0,0,0,0.00,0.00,104,25.9,16.8,315,406,13,0.613792247,304.6978912,2,0,0,0,1,1,2,0,0,0,1,0
DAZAP1,DAZ associated protein 1,ENSG00000071626,nonessential,0,4,0,0,0,0.00,0.00,101,25.7,20.8,467,568,14,0.688848616,538.2003247,2,1,0,1,1,0,1,0,0,0,2.27E-10,-0.5
DAZAP2,DAZ associated protein 2,ENSG00000183283,nonessential,0,0,0,0,0,0.00,0.00,143,33,17.9,407,689,117,5.436551646,162179.2401,1,0,0,0,1,0,1,0,0,0,2.19E-04,0.5
DBH,dopamine beta-hydroxylase,ENSG00000123454,nonessential,6,3,0,0,0,0.00,0.00,3770,36.4,30.7,1790,3480,2,0.298679469,4.230923344,1,0,0,0,0,1,1,0,0,0,1,0
DBN1,drebrin 1,ENSG00000113758,nonessential,2,0,0,0,0,0.00,0.00,572,31.7,22.5,1059,1552,25,1.192373432,3796.358771,1,0,0,0,0,1,1,0,0,0,3.95E-04,0.5
DBNDD1,dysbindin domain containing 1,ENSG00000003249,nonessential,0,0,0,0,0,0.00,0.00,13,27.4,18.4,177,185,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
DBNL,drebrin like,ENSG00000136279,nonessential,6,0,0,0,0,0.00,0.00,698,31.7,23.4,807,1093,22,1.163969735,32178.97822,1,0,0,0,0,1,1,0,0,0,1,0
DCAF12L1,DDB1 and CUL4 associated factor 12 like 1,ENSG00000198889,nonessential,0,0,0,0,0,0.00,0.00,13,30,17.7,205,217,0,0.15,0,2,0,0,0,1,1,2,0,0,0,1,0
DCC,DCC netrin 1 receptor,ENSG00000187323,nonessential,5,4,0,0,0,0.00,0.00,1337,16.1,18.1,1513,2255,25,1.230380605,34302.07841,1,0,0,0,1,0,1,0,0,0,1,0
DDX53,DEAD-box helicase 53,ENSG00000184735,nonessential,0,6,0,0,0,0.00,0.00,43,24.1,16,290,337,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,1,0
DEF8,differentially expressed in FDCP 8 homolog,ENSG00000140995,nonessential,0,0,0,0,0,0.00,0.00,22,26.6,14.5,298,357,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,1,0
DEGS2,"delta 4-desaturase, sphingolipid 2",ENSG00000168350,nonessential,3,0,0,0,0,0.00,0.00,202,23.9,22,233,292,0,0.15,0,1,0,0,0,0,1,1,0,0,0,4.95E-09,2.9
DENND2A,DENN domain containing 2A,ENSG00000146966,nonessential,0,0,0,0,0,0.00,0.00,10,25.3,21.2,335,361,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
DGAT2L6,diacylglycerol O-acyltransferase 2 like 6,ENSG00000184210,nonessential,3,0,0,0,0,0.00,0.00,11,29.9,18.7,86,102,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
DGKZ,diacylglycerol kinase zeta,ENSG00000149091,nonessential,6,0,0,0,0,0.00,0.00,108,26.3,17.3,638,850,24,1.181237231,8541.160325,1,0,0,0,1,0,1,0,0,0,0.003157591,-0.3
DLL4,delta like canonical Notch ligand 4,ENSG00000128917,nonessential,8,0,0,0,0,0.00,0.00,2649,27,23,1203,2073,2,0.236242009,1.010926337,3,0,0,0,2,1,3,0,0,0,1,0
DLX1,distal-less homeobox 1,ENSG00000144355,nonessential,0,0,0,0,0,0.00,0.00,560,29.5,18.9,603,903,1,0.188700309,0,2,0,0,0,1,1,2,0,0,0,1,0
DMBT1,deleted in malignant brain tumors 1,ENSG00000187908,nonessential,5,0,0,0,0,0.00,0.00,1056,28.8,21.7,1129,1520,5,0.464811249,6130.357784,1,0,0,0,1,0,1,0,0,0,1,0
DNAH11,dynein axonemal heavy chain 11,ENSG00000105877,nonessential,2,0,0,0,0,0.00,0.00,218,30.3,21.4,1020,1131,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
DNAJB1,DnaJ heat shock protein family (Hsp40) member B1,ENSG00000132002,nonessential,0,6,0,0,0,0.00,0.00,3061,28.9,19.2,1450,2261,47,2.045683224,22769.15759,1,0,0,0,1,0,1,0,0,0,5.65E-10,-0.5
DNAJB5,DnaJ heat shock protein family (Hsp40) member B5,ENSG00000137094,nonessential,0,0,0,0,0,0.00,0.00,68,30.5,18.2,304,361,13,0.89587136,45587.19281,1,0,0,0,1,0,1,0,0,0,1,0
DOCK9,dedicator of cytokinesis 9,ENSG00000088387,nonessential,0,6,0,0,0,0.00,0.00,116,24.1,18.1,506,644,15,0.783399517,4812.338117,1,0,0,0,1,0,1,0,0,0,1,0
DPCD,deleted in primary ciliary dyskinesia homolog (mouse),ENSG00000166171,nonessential,2,0,0,0,0,0.00,0.00,28,26,22.3,201,257,4,0.323502747,26.66926108,3,0,0,0,2,1,3,0,0,0,1,0
